source,target,source_coordinates,target_coordinates,shared_keywords,source_institution,target_institution
Marian Gheorghe,Jagdish Chand Bansal,POINT (-1.4702278 53.3806626),POINT (78.1573628 26.2037247),particle swarm optimization,University of Sheffield,ABV-Indian Institute of Information Technology and Management Gwalior
Gexiang Zhang,Yunyun Niu,POINT (104.0708278 30.7001324),POINT (114.2999353 30.5951051),membrane computing,Southwest Jiaotong University,Huazhong University of Science and Technology
Gexiang Zhang,Jinbang Xu,POINT (104.0708278 30.7001324),POINT (114.2999353 30.5951051),membrane computing,Southwest Jiaotong University,Huazhong University of Science and Technology
Gexiang Zhang,K.G. Subramanian,POINT (104.0708278 30.7001324),POINT (8.2502533 45.0332014),membrane computing,Southwest Jiaotong University,Universiti Sains Malaysia
Gexiang Zhang,Rosni Abdullah,POINT (104.0708278 30.7001324),POINT (8.2502533 45.0332014),membrane computing,Southwest Jiaotong University,Universiti Sains Malaysia
Gexiang Zhang,A.S. Prasanna Venkatesan,POINT (104.0708278 30.7001324),POINT (80.270186 13.0836939),membrane computing,Southwest Jiaotong University,B.S. Abdur Rahman University
Gexiang Zhang,D.G. Thomas,POINT (104.0708278 30.7001324),POINT (78.6677428 22.3511148),membrane computing,Southwest Jiaotong University,Madras Christian College
Gexiang Zhang,Fen Zhou,POINT (104.0708278 30.7001324),POINT (104.0708278 30.7001324),"membrane algorithm,particle swarm optimization,broadcasting problem,membrane computing,membrane systems",Southwest Jiaotong University,Southwest Jiaotong University
Gexiang Zhang,Xiaoli Huang,POINT (104.0708278 30.7001324),POINT (104.0708278 30.7001324),"membrane algorithm,particle swarm optimization,broadcasting problem,membrane computing,membrane systems",Southwest Jiaotong University,Southwest Jiaotong University
Gexiang Zhang,Jixiang Cheng,POINT (104.0708278 30.7001324),POINT (104.0708278 30.7001324),"membrane algorithm,particle swarm optimization,broadcasting problem,membrane computing,membrane systems",Southwest Jiaotong University,Southwest Jiaotong University
Gexiang Zhang,Florentin Ipate,POINT (104.0708278 30.7001324),POINT (24.8719422 44.8572343),"membrane algorithm,particle swarm optimization,broadcasting problem,membrane computing,membrane systems",Southwest Jiaotong University,University of Pitesti
Gexiang Zhang,Raluca Lefticaru,POINT (104.0708278 30.7001324),POINT (24.8719422 44.8572343),"membrane algorithm,particle swarm optimization,broadcasting problem,membrane computing,membrane systems",Southwest Jiaotong University,University of Pitesti
Gexiang Zhang,Kusum Deep,POINT (104.0708278 30.7001324),POINT (77.8902124 29.8693496),particle swarm optimization,Southwest Jiaotong University,Indian Institute of Technology Roorkee
Gexiang Zhang,Jagdish Chand Bansal,POINT (104.0708278 30.7001324),POINT (78.1573628 26.2037247),particle swarm optimization,Southwest Jiaotong University,ABV-Indian Institute of Information Technology and Management Gwalior
Yunyun Niu,Jinbang Xu,POINT (114.2999353 30.5951051),POINT (114.2999353 30.5951051),"p system,shuffle on trajectories,membrane computing,picture language",Huazhong University of Science and Technology,Huazhong University of Science and Technology
Yunyun Niu,K.G. Subramanian,POINT (114.2999353 30.5951051),POINT (8.2502533 45.0332014),"p system,shuffle on trajectories,membrane computing,picture language",Huazhong University of Science and Technology,Universiti Sains Malaysia
Yunyun Niu,Rosni Abdullah,POINT (114.2999353 30.5951051),POINT (8.2502533 45.0332014),"p system,shuffle on trajectories,membrane computing,picture language",Huazhong University of Science and Technology,Universiti Sains Malaysia
Yunyun Niu,A.S. Prasanna Venkatesan,POINT (114.2999353 30.5951051),POINT (80.270186 13.0836939),"shuffle on trajectories,membrane computing,p system",Huazhong University of Science and Technology,B.S. Abdur Rahman University
Yunyun Niu,D.G. Thomas,POINT (114.2999353 30.5951051),POINT (78.6677428 22.3511148),"shuffle on trajectories,membrane computing,p system",Huazhong University of Science and Technology,Madras Christian College
Yunyun Niu,Fen Zhou,POINT (114.2999353 30.5951051),POINT (104.0708278 30.7001324),membrane computing,Huazhong University of Science and Technology,Southwest Jiaotong University
Yunyun Niu,Xiaoli Huang,POINT (114.2999353 30.5951051),POINT (104.0708278 30.7001324),membrane computing,Huazhong University of Science and Technology,Southwest Jiaotong University
Yunyun Niu,Jixiang Cheng,POINT (114.2999353 30.5951051),POINT (104.0708278 30.7001324),membrane computing,Huazhong University of Science and Technology,Southwest Jiaotong University
Yunyun Niu,Florentin Ipate,POINT (114.2999353 30.5951051),POINT (24.8719422 44.8572343),membrane computing,Huazhong University of Science and Technology,University of Pitesti
Yunyun Niu,Raluca Lefticaru,POINT (114.2999353 30.5951051),POINT (24.8719422 44.8572343),membrane computing,Huazhong University of Science and Technology,University of Pitesti
Jinbang Xu,K.G. Subramanian,POINT (114.2999353 30.5951051),POINT (8.2502533 45.0332014),"p system,shuffle on trajectories,membrane computing,picture language",Huazhong University of Science and Technology,Universiti Sains Malaysia
Jinbang Xu,Rosni Abdullah,POINT (114.2999353 30.5951051),POINT (8.2502533 45.0332014),"p system,shuffle on trajectories,membrane computing,picture language",Huazhong University of Science and Technology,Universiti Sains Malaysia
Jinbang Xu,A.S. Prasanna Venkatesan,POINT (114.2999353 30.5951051),POINT (80.270186 13.0836939),"shuffle on trajectories,membrane computing,p system",Huazhong University of Science and Technology,B.S. Abdur Rahman University
Jinbang Xu,D.G. Thomas,POINT (114.2999353 30.5951051),POINT (78.6677428 22.3511148),"shuffle on trajectories,membrane computing,p system",Huazhong University of Science and Technology,Madras Christian College
Jinbang Xu,Fen Zhou,POINT (114.2999353 30.5951051),POINT (104.0708278 30.7001324),membrane computing,Huazhong University of Science and Technology,Southwest Jiaotong University
Jinbang Xu,Xiaoli Huang,POINT (114.2999353 30.5951051),POINT (104.0708278 30.7001324),membrane computing,Huazhong University of Science and Technology,Southwest Jiaotong University
Jinbang Xu,Jixiang Cheng,POINT (114.2999353 30.5951051),POINT (104.0708278 30.7001324),membrane computing,Huazhong University of Science and Technology,Southwest Jiaotong University
Jinbang Xu,Florentin Ipate,POINT (114.2999353 30.5951051),POINT (24.8719422 44.8572343),membrane computing,Huazhong University of Science and Technology,University of Pitesti
Jinbang Xu,Raluca Lefticaru,POINT (114.2999353 30.5951051),POINT (24.8719422 44.8572343),membrane computing,Huazhong University of Science and Technology,University of Pitesti
K.G. Subramanian,Rosni Abdullah,POINT (8.2502533 45.0332014),POINT (8.2502533 45.0332014),"p system,shuffle on trajectories,membrane computing,picture language",Universiti Sains Malaysia,Universiti Sains Malaysia
K.G. Subramanian,A.S. Prasanna Venkatesan,POINT (8.2502533 45.0332014),POINT (80.270186 13.0836939),"shuffle on trajectories,membrane computing,p system",Universiti Sains Malaysia,B.S. Abdur Rahman University
K.G. Subramanian,D.G. Thomas,POINT (8.2502533 45.0332014),POINT (78.6677428 22.3511148),"shuffle on trajectories,membrane computing,p system",Universiti Sains Malaysia,Madras Christian College
K.G. Subramanian,Fen Zhou,POINT (8.2502533 45.0332014),POINT (104.0708278 30.7001324),membrane computing,Universiti Sains Malaysia,Southwest Jiaotong University
K.G. Subramanian,Xiaoli Huang,POINT (8.2502533 45.0332014),POINT (104.0708278 30.7001324),membrane computing,Universiti Sains Malaysia,Southwest Jiaotong University
K.G. Subramanian,Jixiang Cheng,POINT (8.2502533 45.0332014),POINT (104.0708278 30.7001324),membrane computing,Universiti Sains Malaysia,Southwest Jiaotong University
K.G. Subramanian,Florentin Ipate,POINT (8.2502533 45.0332014),POINT (24.8719422 44.8572343),membrane computing,Universiti Sains Malaysia,University of Pitesti
K.G. Subramanian,Raluca Lefticaru,POINT (8.2502533 45.0332014),POINT (24.8719422 44.8572343),membrane computing,Universiti Sains Malaysia,University of Pitesti
Rosni Abdullah,A.S. Prasanna Venkatesan,POINT (8.2502533 45.0332014),POINT (80.270186 13.0836939),"shuffle on trajectories,membrane computing,p system",Universiti Sains Malaysia,B.S. Abdur Rahman University
Rosni Abdullah,D.G. Thomas,POINT (8.2502533 45.0332014),POINT (78.6677428 22.3511148),"shuffle on trajectories,membrane computing,p system",Universiti Sains Malaysia,Madras Christian College
Rosni Abdullah,Fen Zhou,POINT (8.2502533 45.0332014),POINT (104.0708278 30.7001324),membrane computing,Universiti Sains Malaysia,Southwest Jiaotong University
Rosni Abdullah,Xiaoli Huang,POINT (8.2502533 45.0332014),POINT (104.0708278 30.7001324),membrane computing,Universiti Sains Malaysia,Southwest Jiaotong University
Rosni Abdullah,Jixiang Cheng,POINT (8.2502533 45.0332014),POINT (104.0708278 30.7001324),membrane computing,Universiti Sains Malaysia,Southwest Jiaotong University
Rosni Abdullah,Florentin Ipate,POINT (8.2502533 45.0332014),POINT (24.8719422 44.8572343),membrane computing,Universiti Sains Malaysia,University of Pitesti
Rosni Abdullah,Raluca Lefticaru,POINT (8.2502533 45.0332014),POINT (24.8719422 44.8572343),membrane computing,Universiti Sains Malaysia,University of Pitesti
A.S. Prasanna Venkatesan,D.G. Thomas,POINT (80.270186 13.0836939),POINT (78.6677428 22.3511148),"p system,shuffle on trajectories,array languages,membrane computing",B.S. Abdur Rahman University,Madras Christian College
A.S. Prasanna Venkatesan,Fen Zhou,POINT (80.270186 13.0836939),POINT (104.0708278 30.7001324),membrane computing,B.S. Abdur Rahman University,Southwest Jiaotong University
A.S. Prasanna Venkatesan,Xiaoli Huang,POINT (80.270186 13.0836939),POINT (104.0708278 30.7001324),membrane computing,B.S. Abdur Rahman University,Southwest Jiaotong University
A.S. Prasanna Venkatesan,Jixiang Cheng,POINT (80.270186 13.0836939),POINT (104.0708278 30.7001324),membrane computing,B.S. Abdur Rahman University,Southwest Jiaotong University
A.S. Prasanna Venkatesan,Florentin Ipate,POINT (80.270186 13.0836939),POINT (24.8719422 44.8572343),membrane computing,B.S. Abdur Rahman University,University of Pitesti
A.S. Prasanna Venkatesan,Raluca Lefticaru,POINT (80.270186 13.0836939),POINT (24.8719422 44.8572343),membrane computing,B.S. Abdur Rahman University,University of Pitesti
D.G. Thomas,Fen Zhou,POINT (78.6677428 22.3511148),POINT (104.0708278 30.7001324),membrane computing,Madras Christian College,Southwest Jiaotong University
D.G. Thomas,Xiaoli Huang,POINT (78.6677428 22.3511148),POINT (104.0708278 30.7001324),membrane computing,Madras Christian College,Southwest Jiaotong University
D.G. Thomas,Jixiang Cheng,POINT (78.6677428 22.3511148),POINT (104.0708278 30.7001324),membrane computing,Madras Christian College,Southwest Jiaotong University
D.G. Thomas,Florentin Ipate,POINT (78.6677428 22.3511148),POINT (24.8719422 44.8572343),membrane computing,Madras Christian College,University of Pitesti
D.G. Thomas,Raluca Lefticaru,POINT (78.6677428 22.3511148),POINT (24.8719422 44.8572343),membrane computing,Madras Christian College,University of Pitesti
Fen Zhou,Xiaoli Huang,POINT (104.0708278 30.7001324),POINT (104.0708278 30.7001324),"membrane algorithm,particle swarm optimization,broadcasting problem,membrane computing,membrane systems",Southwest Jiaotong University,Southwest Jiaotong University
Fen Zhou,Jixiang Cheng,POINT (104.0708278 30.7001324),POINT (104.0708278 30.7001324),"membrane algorithm,particle swarm optimization,broadcasting problem,membrane computing,membrane systems",Southwest Jiaotong University,Southwest Jiaotong University
Fen Zhou,Florentin Ipate,POINT (104.0708278 30.7001324),POINT (24.8719422 44.8572343),"membrane algorithm,particle swarm optimization,broadcasting problem,membrane computing,membrane systems",Southwest Jiaotong University,University of Pitesti
Fen Zhou,Raluca Lefticaru,POINT (104.0708278 30.7001324),POINT (24.8719422 44.8572343),"membrane algorithm,particle swarm optimization,broadcasting problem,membrane computing,membrane systems",Southwest Jiaotong University,University of Pitesti
Fen Zhou,Kusum Deep,POINT (104.0708278 30.7001324),POINT (77.8902124 29.8693496),particle swarm optimization,Southwest Jiaotong University,Indian Institute of Technology Roorkee
Fen Zhou,Jagdish Chand Bansal,POINT (104.0708278 30.7001324),POINT (78.1573628 26.2037247),particle swarm optimization,Southwest Jiaotong University,ABV-Indian Institute of Information Technology and Management Gwalior
Xiaoli Huang,Jixiang Cheng,POINT (104.0708278 30.7001324),POINT (104.0708278 30.7001324),"membrane algorithm,particle swarm optimization,broadcasting problem,membrane computing,membrane systems",Southwest Jiaotong University,Southwest Jiaotong University
Xiaoli Huang,Florentin Ipate,POINT (104.0708278 30.7001324),POINT (24.8719422 44.8572343),"membrane algorithm,particle swarm optimization,broadcasting problem,membrane computing,membrane systems",Southwest Jiaotong University,University of Pitesti
Xiaoli Huang,Raluca Lefticaru,POINT (104.0708278 30.7001324),POINT (24.8719422 44.8572343),"membrane algorithm,particle swarm optimization,broadcasting problem,membrane computing,membrane systems",Southwest Jiaotong University,University of Pitesti
Xiaoli Huang,Kusum Deep,POINT (104.0708278 30.7001324),POINT (77.8902124 29.8693496),particle swarm optimization,Southwest Jiaotong University,Indian Institute of Technology Roorkee
Xiaoli Huang,Jagdish Chand Bansal,POINT (104.0708278 30.7001324),POINT (78.1573628 26.2037247),particle swarm optimization,Southwest Jiaotong University,ABV-Indian Institute of Information Technology and Management Gwalior
Jixiang Cheng,Florentin Ipate,POINT (104.0708278 30.7001324),POINT (24.8719422 44.8572343),"membrane algorithm,particle swarm optimization,broadcasting problem,membrane computing,membrane systems",Southwest Jiaotong University,University of Pitesti
Jixiang Cheng,Raluca Lefticaru,POINT (104.0708278 30.7001324),POINT (24.8719422 44.8572343),"membrane algorithm,particle swarm optimization,broadcasting problem,membrane computing,membrane systems",Southwest Jiaotong University,University of Pitesti
Jixiang Cheng,Kusum Deep,POINT (104.0708278 30.7001324),POINT (77.8902124 29.8693496),particle swarm optimization,Southwest Jiaotong University,Indian Institute of Technology Roorkee
Jixiang Cheng,Jagdish Chand Bansal,POINT (104.0708278 30.7001324),POINT (78.1573628 26.2037247),particle swarm optimization,Southwest Jiaotong University,ABV-Indian Institute of Information Technology and Management Gwalior
Florentin Ipate,Raluca Lefticaru,POINT (24.8719422 44.8572343),POINT (24.8719422 44.8572343),"membrane algorithm,particle swarm optimization,broadcasting problem,membrane computing,membrane systems",University of Pitesti,University of Pitesti
